RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,UPSIDE,BUST,SOS SEASON,ECR VS. ADP,Provider Added
362,7,Sanitized RB Player 362,FA,RB91,7,2,5,2,2,metadata-362
363,7,Sanitized WR Player 363,FA,WR91,8,3,6,3,3,metadata-363
364,7,Sanitized TE Player 364,FA,TE91,9,4,,,4,metadata-364
365,7,Sanitized QB Player 365,FA,QB92,10,,1,1,5,metadata-365
366,7,Sanitized RB Player 366,FA,RB92,11,1,2,2,6,metadata-366
367,7,Sanitized WR Player 367,FA,WR92,12,2,3,3,7,metadata-367
368,7,Sanitized TE Player 368,FA,TE92,13,3,4,,8,metadata-368
369,7,Sanitized QB Player 369,FA,QB93,14,4,5,1,,metadata-369
370,7,Sanitized RB Player 370,FA,RB93,5,,6,2,1,metadata-370
371,7,Sanitized WR Player 371,FA,WR93,6,1,,3,2,metadata-371
372,7,Sanitized TE Player 372,FA,TE93,7,2,1,,3,metadata-372
373,7,Sanitized QB Player 373,FA,QB94,8,3,2,1,4,metadata-373
374,7,Sanitized RB Player 374,FA,RB94,9,4,3,2,5,metadata-374
375,7,Sanitized WR Player 375,FA,WR94,10,,4,3,6,metadata-375
376,7,Sanitized TE Player 376,FA,TE94,11,1,5,,7,metadata-376
377,7,Sanitized QB Player 377,FA,QB95,12,2,6,1,8,metadata-377
378,7,Sanitized RB Player 378,FA,RB95,13,3,,2,,metadata-378
379,7,Sanitized WR Player 379,FA,WR95,14,4,1,3,1,metadata-379
380,7,Sanitized TE Player 380,FA,TE95,5,,2,,2,metadata-380
381,7,Sanitized QB Player 381,FA,QB96,6,1,3,1,3,metadata-381
382,7,Sanitized RB Player 382,FA,RB96,7,2,4,2,4,metadata-382
383,7,Sanitized WR Player 383,FA,WR96,8,3,5,3,5,metadata-383
384,7,Sanitized TE Player 384,FA,TE96,9,4,6,,6,metadata-384
385,7,Sanitized QB Player 385,FA,QB97,10,,,1,7,metadata-385
386,7,Sanitized RB Player 386,FA,RB97,11,1,1,2,8,metadata-386
387,7,Sanitized WR Player 387,FA,WR97,12,2,2,3,,metadata-387
388,7,Sanitized TE Player 388,FA,TE97,13,3,3,,1,metadata-388
389,7,Sanitized QB Player 389,FA,QB98,14,4,4,1,2,metadata-389
390,7,Sanitized RB Player 390,FA,RB98,5,,5,2,3,metadata-390
391,7,Sanitized WR Player 391,FA,WR98,6,1,6,3,4,metadata-391
392,7,Sanitized TE Player 392,FA,TE98,7,2,,,5,metadata-392
393,7,Sanitized QB Player 393,FA,QB99,8,3,1,1,6,metadata-393
394,7,Sanitized RB Player 394,FA,RB99,9,4,2,2,7,metadata-394
395,7,Sanitized WR Player 395,FA,WR99,10,,3,3,8,metadata-395
396,7,Sanitized TE Player 396,FA,TE99,11,1,4,,,metadata-396
397,7,Sanitized QB Player 397,FA,QB100,12,2,5,1,1,metadata-397
398,7,Sanitized RB Player 398,FA,RB100,13,3,6,2,2,metadata-398
399,7,Sanitized WR Player 399,FA,WR100,14,4,,3,3,metadata-399
400,7,Sanitized TE Player 400,FA,TE100,5,,1,,4,metadata-400
401,7,Sanitized QB Player 401,FA,QB101,6,1,2,1,5,metadata-401
402,7,Sanitized RB Player 402,FA,RB101,7,2,3,2,6,metadata-402
403,7,Sanitized WR Player 403,FA,WR101,8,3,4,3,7,metadata-403
404,7,Sanitized TE Player 404,FA,TE101,9,4,5,,8,metadata-404
405,7,Sanitized QB Player 405,FA,QB102,10,,6,1,,metadata-405
406,7,Sanitized RB Player 406,FA,RB102,11,1,,2,1,metadata-406
407,7,Sanitized WR Player 407,FA,WR102,12,2,1,3,2,metadata-407
408,7,Sanitized TE Player 408,FA,TE102,13,3,2,,3,metadata-408
409,7,Sanitized QB Player 409,FA,QB103,14,4,3,1,4,metadata-409
410,7,Sanitized RB Player 410,FA,RB103,5,,4,2,5,metadata-410
411,7,Sanitized WR Player 411,FA,WR103,6,1,5,3,6,metadata-411
412,7,Sanitized TE Player 412,FA,TE103,7,2,6,,7,metadata-412
413,7,Sanitized QB Player 413,FA,QB104,8,3,,1,8,metadata-413
414,7,Sanitized RB Player 414,FA,RB104,9,4,1,2,,metadata-414
415,7,Sanitized WR Player 415,FA,WR104,10,,2,3,1,metadata-415
416,7,Sanitized TE Player 416,FA,TE104,11,1,3,,2,metadata-416
417,7,Sanitized QB Player 417,FA,QB105,12,2,4,1,3,metadata-417
418,7,Sanitized RB Player 418,FA,RB105,13,3,5,2,4,metadata-418
419,7,Sanitized WR Player 419,FA,WR105,14,4,6,3,5,metadata-419
420,7,Sanitized TE Player 420,FA,TE105,5,,,,6,metadata-420
421,8,Sanitized QB Player 421,FA,QB106,6,1,1,1,7,metadata-421
422,8,Sanitized RB Player 422,FA,RB106,7,2,2,2,8,metadata-422
423,8,Sanitized WR Player 423,FA,WR106,8,3,3,3,,metadata-423
424,8,Sanitized TE Player 424,FA,TE106,9,4,4,,1,metadata-424
425,8,Sanitized QB Player 425,FA,QB107,10,,5,1,2,metadata-425
426,8,Sanitized RB Player 426,FA,RB107,11,1,6,2,3,metadata-426
427,8,Sanitized WR Player 427,FA,WR107,12,2,,3,4,metadata-427
428,8,Sanitized TE Player 428,FA,TE107,13,3,1,,5,metadata-428
429,8,Sanitized QB Player 429,FA,QB108,14,4,2,1,6,metadata-429
430,8,Sanitized RB Player 430,FA,RB108,5,,3,2,7,metadata-430
431,8,Sanitized WR Player 431,FA,WR108,6,1,4,3,8,metadata-431
432,8,Sanitized TE Player 432,FA,TE108,7,2,5,,,metadata-432
433,8,Sanitized QB Player 433,FA,QB109,8,3,6,1,1,metadata-433
434,8,Sanitized RB Player 434,FA,RB109,9,4,,2,2,metadata-434
435,8,Sanitized WR Player 435,FA,WR109,10,,1,3,3,metadata-435
436,8,Sanitized TE Player 436,FA,TE109,11,1,2,,4,metadata-436
437,8,Sanitized QB Player 437,FA,QB110,12,2,3,1,5,metadata-437
438,8,Sanitized RB Player 438,FA,RB110,13,3,4,2,6,metadata-438
439,8,Sanitized WR Player 439,FA,WR110,14,4,5,3,7,metadata-439
440,8,Sanitized TE Player 440,FA,TE110,5,,6,,8,metadata-440
441,8,Sanitized QB Player 441,FA,QB111,6,1,,1,,metadata-441
442,8,Sanitized RB Player 442,FA,RB111,7,2,1,2,1,metadata-442
443,8,Sanitized WR Player 443,FA,WR111,8,3,2,3,2,metadata-443
444,8,Sanitized TE Player 444,FA,TE111,9,4,3,,3,metadata-444
445,8,Sanitized QB Player 445,FA,QB112,10,,4,1,4,metadata-445
446,8,Sanitized RB Player 446,FA,RB112,11,1,5,2,5,metadata-446
447,8,Sanitized WR Player 447,FA,WR112,12,2,6,3,6,metadata-447
448,8,Sanitized TE Player 448,FA,TE112,13,3,,,7,metadata-448
449,8,Sanitized QB Player 449,FA,QB113,14,4,1,1,8,metadata-449
450,8,Sanitized RB Player 450,FA,RB113,5,,2,2,,metadata-450
451,8,Sanitized WR Player 451,FA,WR113,6,1,3,3,1,metadata-451
452,8,Sanitized TE Player 452,FA,TE113,7,2,4,,2,metadata-452
453,8,Sanitized QB Player 453,FA,QB114,8,3,5,1,3,metadata-453
454,8,Sanitized RB Player 454,FA,RB114,9,4,6,2,4,metadata-454
455,8,Sanitized WR Player 455,FA,WR114,10,,,3,5,metadata-455
456,8,Sanitized TE Player 456,FA,TE114,11,1,1,,6,metadata-456
457,8,Sanitized QB Player 457,FA,QB115,12,2,2,1,7,metadata-457
458,8,Sanitized RB Player 458,FA,RB115,13,3,3,2,8,metadata-458
459,8,Sanitized WR Player 459,FA,WR115,14,4,4,3,,metadata-459
460,8,Sanitized TE Player 460,FA,TE115,5,,5,,1,metadata-460
461,8,Sanitized QB Player 461,FA,QB116,6,1,6,1,2,metadata-461
462,8,Sanitized RB Player 462,FA,RB116,7,2,,2,3,metadata-462
463,8,Sanitized WR Player 463,FA,WR116,8,3,1,3,4,metadata-463
464,8,Sanitized TE Player 464,FA,TE116,9,4,2,,5,metadata-464
465,8,Sanitized QB Player 465,FA,QB117,10,,3,1,6,metadata-465
466,8,Sanitized RB Player 466,FA,RB117,11,1,4,2,7,metadata-466
467,8,Sanitized WR Player 467,FA,WR117,12,2,5,3,8,metadata-467
468,8,Sanitized TE Player 468,FA,TE117,13,3,6,,,metadata-468
469,8,Sanitized QB Player 469,FA,QB118,14,4,,1,1,metadata-469
470,8,Sanitized RB Player 470,FA,RB118,5,,1,2,2,metadata-470
471,8,Sanitized WR Player 471,FA,WR118,6,1,2,3,3,metadata-471
472,8,Sanitized TE Player 472,FA,TE118,7,2,3,,4,metadata-472
473,8,Sanitized QB Player 473,FA,QB119,8,3,4,1,5,metadata-473
474,8,Sanitized RB Player 474,FA,RB119,9,4,5,2,6,metadata-474
475,8,Sanitized WR Player 475,FA,WR119,10,,6,3,7,metadata-475
476,8,Sanitized TE Player 476,FA,TE119,11,1,,,8,metadata-476
477,8,Sanitized QB Player 477,FA,QB120,12,2,1,1,,metadata-477
478,8,Sanitized RB Player 478,FA,RB120,13,3,2,2,1,metadata-478
479,8,Sanitized WR Player 479,FA,WR120,14,4,3,3,2,metadata-479
480,8,Sanitized TE Player 480,FA,TE120,5,,4,,3,metadata-480
481,9,Sanitized QB Player 481,FA,QB121,6,1,5,1,4,metadata-481
482,9,Sanitized RB Player 482,FA,RB121,7,2,6,2,5,metadata-482
483,9,Sanitized WR Player 483,FA,WR121,8,3,,3,6,metadata-483
484,9,Sanitized TE Player 484,FA,TE121,9,4,1,,7,metadata-484
485,9,Sanitized QB Player 485,FA,QB122,10,,2,1,8,metadata-485
486,9,Sanitized RB Player 486,FA,RB122,11,1,3,2,,metadata-486
487,9,Sanitized WR Player 487,FA,WR122,12,2,4,3,1,metadata-487
488,9,Sanitized TE Player 488,FA,TE122,13,3,5,,2,metadata-488
489,9,Sanitized QB Player 489,FA,QB123,14,4,6,1,3,metadata-489
490,9,Sanitized RB Player 490,FA,RB123,5,,,2,4,metadata-490
491,9,Sanitized WR Player 491,FA,WR123,6,1,1,3,5,metadata-491
492,9,Sanitized TE Player 492,FA,TE123,7,2,2,,6,metadata-492
493,9,Sanitized QB Player 493,FA,QB124,8,3,3,1,7,metadata-493
494,9,Sanitized RB Player 494,FA,RB124,9,4,4,2,8,metadata-494
495,9,Sanitized WR Player 495,FA,WR124,10,,5,3,,metadata-495
496,9,Sanitized TE Player 496,FA,TE124,11,1,6,,1,metadata-496
497,9,Sanitized QB Player 497,FA,QB125,12,2,,1,2,metadata-497
498,9,Sanitized RB Player 498,FA,RB125,13,3,1,2,3,metadata-498
499,9,Sanitized WR Player 499,FA,WR125,14,4,2,3,4,metadata-499
500,9,Sanitized TE Player 500,FA,TE125,5,,3,,5,metadata-500
501,9,Sanitized QB Player 501,FA,QB126,6,1,4,1,6,metadata-501
502,9,Sanitized RB Player 502,FA,RB126,7,2,5,2,7,metadata-502
503,9,Sanitized WR Player 503,FA,WR126,8,3,6,3,8,metadata-503
504,9,Sanitized TE Player 504,FA,TE126,9,4,,,,metadata-504
505,9,Sanitized QB Player 505,FA,QB127,10,,1,1,1,metadata-505
506,9,Sanitized RB Player 506,FA,RB127,11,1,2,2,2,metadata-506
507,9,Sanitized WR Player 507,FA,WR127,12,2,3,3,3,metadata-507
508,9,Sanitized TE Player 508,FA,TE127,13,3,4,,4,metadata-508
509,9,Sanitized QB Player 509,FA,QB128,14,4,5,1,5,metadata-509
510,9,Sanitized RB Player 510,FA,RB128,5,,6,2,6,metadata-510
511,9,Sanitized WR Player 511,FA,WR128,6,1,,3,7,metadata-511
512,9,Sanitized TE Player 512,FA,TE128,7,2,1,,8,metadata-512
513,9,Sanitized QB Player 513,FA,QB129,8,3,2,1,,metadata-513
514,9,Sanitized RB Player 514,FA,RB129,9,4,3,2,1,metadata-514
515,9,Sanitized WR Player 515,FA,WR129,10,,4,3,2,metadata-515
516,9,Sanitized TE Player 516,FA,TE129,11,1,5,,3,metadata-516
517,9,Sanitized QB Player 517,FA,QB130,12,2,6,1,4,metadata-517
